date,Asset A,Asset B,Market
05/07/2023,-0.230981298,-0.508390642,-0.238003341
06/07/2023,-0.248234273,-0.362201389,-0.468504896
07/07/2023,0.03296653,0.026909616,0.263262704
10/07/2023,-0.257703051,-0.490655329,-0.762958034
11/07/2023,-0.219479199,-0.249468715,-0.274832081
12/07/2023,-0.406739824,-0.519789578,-0.575442806
13/07/2023,-0.12853154,-0.021710635,-0.00765097
14/07/2023,0.033625095,-0.008512052,-0.156689875
17/07/2023,-0.319157681,-0.280734974,-0.208054737
18/07/2023,0.153753565,0.378183485,0.482252829
19/07/2023,0.090356073,0.054706942,-0.02611739
20/07/2023,0.168382905,0.13034074,0.262090077
21/07/2023,0.003640069,-0.094720597,0.03653367
24/07/2023,0.108616823,0.548838959,0.603696773
25/07/2023,0.203378619,0.198257269,0.529817109
26/07/2023,-0.383630309,-0.659765251,-0.859161368
27/07/2023,-0.244745405,-0.505498988,-0.214875109
28/07/2023,-0.28839093,-0.459488158,-0.667904179
31/07/2023,0.236562152,0.195942172,0.385101977
01/08/2023,-0.106813075,-0.275542323,-0.323978007
02/08/2023,0.014721245,0.098827162,0.425277546
03/08/2023,0.353814224,0.569338678,0.457477388
04/08/2023,-0.253832718,-0.354110989,-0.430668831
07/08/2023,0.077645955,0.136219773,0.437529182
08/08/2023,0.067876105,0.208649954,0.155981007
09/08/2023,0.973885951,1.754776859,2.377688989
10/08/2023,-0.312479667,-0.752227698,-0.722679817
11/08/2023,-0.038056942,-0.043573855,-0.460588492
14/08/2023,-0.154296916,-0.249876242,-0.228693141
15/08/2023,0.473315181,0.737718413,1.165675562
16/08/2023,-0.045512393,-0.045786451,-0.272888618
17/08/2023,-0.1985696,-0.307771167,-0.256308204
18/08/2023,-0.174971369,-0.274954068,-0.111789481
21/08/2023,0.793040034,1.361645995,1.187412998
22/08/2023,0.738901452,1.107101215,0.575113874
23/08/2023,-0.811290477,-1.218772411,-1.665009902
24/08/2023,-0.93938742,-1.439374346,-1.300270062
25/08/2023,0.166255314,0.271149258,0.757789544
28/08/2023,0.740885403,1.282854993,0.973549521
29/08/2023,-0.471642106,-0.78570546,-0.861502451
30/08/2023,0.119410905,0.141018114,0.213838626
31/08/2023,-0.304824957,-0.388399311,-1.175919453
01/09/2023,-0.12396545,-0.104915645,0.158610425
04/09/2023,-0.393731522,-0.401700448,-0.556272921
05/09/2023,-0.126849732,-0.066248837,0.24018717
06/09/2023,-0.605041946,-0.913395116,-0.929968897
07/09/2023,0.242823193,0.470298631,0.46396893
08/09/2023,0.225251223,0.187410976,0.487004805
11/09/2023,0.133356758,0.348179053,0.374430533
12/09/2023,-0.182923247,-0.234665477,-0.322676506
13/09/2023,0.413095737,0.681256549,0.599836824
14/09/2023,-0.301964249,-0.498793992,-0.369147487
15/09/2023,-0.14407847,0.00605043,0.276038994
18/09/2023,-0.266494398,-0.1723322,-0.580466978
19/09/2023,0.366612932,0.598131897,0.670821644
20/09/2023,0.079057932,0.004633388,0.14655372
21/09/2023,0.210539173,0.624438959,0.535883197
22/09/2023,0.207151192,0.350308913,0.203004492
25/09/2023,0.398431678,0.850318603,1.38716753
26/09/2023,-0.729482097,-1.133940222,-1.219131563
27/09/2023,-0.080780839,-0.547987369,-0.302422815
28/09/2023,0.011199496,0.01426133,0.130683808
29/09/2023,-0.066720687,-0.34828959,-0.368279495
02/10/2023,-0.791759208,-1.123674469,-0.761238354
03/10/2023,-0.483371628,-0.770478885,-0.710879128
04/10/2023,0.144481199,0.216496008,0.442222853
05/10/2023,-0.381922054,-0.533889914,-0.683718795
06/10/2023,0.259416252,0.378518266,0.622482122
09/10/2023,1.406904384,1.871681929,1.767734046
10/10/2023,1.294588876,1.834469436,1.669229168
11/10/2023,-0.641474023,-0.908015951,-1.012674669
12/10/2023,1.267904158,1.78156322,2.072410504
13/10/2023,0.327787551,0.271796724,0.28534898
16/10/2023,-1.645232608,-1.992191726,-1.618274499
17/10/2023,-0.222601349,-0.111619752,0.124153045
18/10/2023,0.189641326,0.420874116,0.565158745
19/10/2023,-0.214457934,-0.176894742,-0.193966718
20/10/2023,0.009632812,0.021900558,0.278022705
23/10/2023,-0.287047578,-0.438478787,0.04888083
24/10/2023,-0.573210943,-0.864000626,-0.604656986
25/10/2023,-0.141194121,-0.257999114,0.199349488
26/10/2023,-0.336594268,-0.552213014,0.269448544
27/10/2023,-0.55720978,-0.557305003,-0.084989849
30/10/2023,0.294418651,0.128421714,0.004640126
31/10/2023,-0.951415952,-1.248540253,-1.567964651
01/11/2023,-0.476799682,-0.192767577,-0.076733899
02/11/2023,-0.046657586,0.023058687,0.250746304
03/11/2023,-0.24439264,-0.317159527,-0.158749819
06/11/2023,-0.545989144,-0.96902744,-1.017984184
07/11/2023,0.428584951,0.655736397,0.386645128
08/11/2023,0.048022325,-0.011779344,-0.088984624
09/11/2023,0.564381532,0.928047952,0.753643491
10/11/2023,-0.444723166,-0.54099253,-0.481283448
13/11/2023,0.102740858,0.184360239,0.401546713
14/11/2023,0.284167697,0.328542,-0.086332919
15/11/2023,-0.2982781,-0.325596993,-0.187557449
16/11/2023,-0.431439079,-0.673732054,-0.393360558
17/11/2023,-0.257343347,-0.386082862,-0.261766837
20/11/2023,0.575975168,0.880597503,0.254401316
21/11/2023,-0.25057386,-0.380304757,-0.594648416
22/11/2023,0.145786024,0.347542677,0.187625077
23/11/2023,0.714308934,0.916833728,0.761241162
24/11/2023,-0.415260848,-0.407293427,-0.060941581
27/11/2023,-0.340313713,-0.394019227,-0.9279409
28/11/2023,-0.39713181,-0.400597797,-0.420643697
29/11/2023,-0.368968963,-0.291679719,-0.845092264
30/11/2023,-0.624515976,-0.599091418,0.274198382
01/12/2023,0.457113686,0.747892184,0.496942337
04/12/2023,-1.059627856,-1.325887104,-1.206781845
05/12/2023,-0.706675304,-0.809591823,-0.699156598
06/12/2023,0.09999246,0.24240603,0.420600698
07/12/2023,0.451462351,0.696782222,0.234949432
08/12/2023,-0.980737484,-1.154599328,-0.49514998
11/12/2023,-1.203747899,-1.582708719,-0.902310715
12/12/2023,-0.058171811,-0.059671877,-0.516085064
13/12/2023,0.355987164,0.475670693,0.407180378
14/12/2023,-0.168781238,-0.321268713,-0.355436077
15/12/2023,-0.312691565,-0.497185728,-0.618390341
18/12/2023,0.266405502,0.412510112,0.873692947
19/12/2023,-0.699318293,-0.937826479,-1.106982243
20/12/2023,0.806508233,1.095420179,0.356953935
21/12/2023,0.480487696,0.554978188,0.257143601
22/12/2023,0.407622482,0.435509084,-0.011014434
25/12/2023,0,0,0
26/12/2023,0,0,0
27/12/2023,0.270062901,0.791543797,0.521258123
28/12/2023,-0.761743893,-1.115952393,-0.942405186
29/12/2023,-0.074932685,0.065388143,-0.506643166
01/01/2024,0,0,0
02/01/2024,-0.347983279,-0.511505722,-0.707741745
03/01/2024,1.00103169,1.263281971,0.889407701
04/01/2024,0.241788454,0.358374509,0.246118506
05/01/2024,0.175465096,0.081068102,0.459997146
08/01/2024,-1.777135944,-2.24329451,-1.20482362
09/01/2024,-0.438771105,-0.36518242,-0.379928143
10/01/2024,-0.189244806,-0.172008538,0.122711934
11/01/2024,-0.303772235,-0.38316309,-0.051363111
12/01/2024,0.195431923,0.262155391,0.48639945
15/01/2024,-0.759550513,-1.094905795,-0.861530925
16/01/2024,-0.151132866,-0.249792142,-0.111596668
17/01/2024,-0.609548414,-0.765834203,-0.820951061
18/01/2024,-0.093298794,-0.118253532,0.078273077
19/01/2024,0.08769171,0.173621419,0.228596463
22/01/2024,-0.89980252,-1.106366639,-0.500515601
23/01/2024,0.101609774,0.134964459,-0.016007087
24/01/2024,0.64358892,0.764920832,0.742383764
25/01/2024,-0.609552878,-0.753135389,-0.500589561
26/01/2024,-0.124683516,-0.226689465,0.12986634
29/01/2024,-0.024812471,-0.056062038,0.042149729
30/01/2024,0.536972594,0.658706084,0.54435186
31/01/2024,0.746891236,0.745585473,0.293956577
01/02/2024,-0.25662955,-0.428058623,-0.56311119
02/02/2024,0.093007572,0.173836617,0.142585929
05/02/2024,-0.438004224,-0.297076251,-0.442133873
06/02/2024,0.099596552,0.263714757,0.123011565
07/02/2024,-0.436103428,-0.418589016,-0.196231031
08/02/2024,-0.326071021,-0.32199586,-0.175754486
09/02/2024,-0.553679108,-0.674289738,-0.329294423
12/02/2024,-0.161065886,-0.593204751,-0.662798767
13/02/2024,-0.066031811,-0.152759274,-0.140706559
14/02/2024,-0.298686521,-0.380400009,-0.280356823
15/02/2024,-0.009069844,0.023521441,0.053204151
16/02/2024,-0.290755751,-0.350906086,-0.07085485
19/02/2024,-0.588103612,-0.676355492,-0.554666399
20/02/2024,0.194898538,0.389544057,0.231738786
21/02/2024,0.099081268,0.224892409,-0.096085265
22/02/2024,-0.361696677,-0.516260252,-0.397674128
23/02/2024,0.100640701,0.206038623,-0.132378512
26/02/2024,0.660144072,0.768276577,0.554006863
27/02/2024,-0.011510789,-0.00247318,0.198268154
28/02/2024,0.644039372,0.842725035,0.639941987
29/02/2024,-0.275465096,-0.438920186,-0.384219125
01/03/2024,0.232729162,0.386938282,0.497906533
04/03/2024,0.384073707,0.439823141,0.570542968
05/03/2024,0.719268076,0.960843504,0.310570161
06/03/2024,-0.389260458,-0.469642998,-0.480656551
07/03/2024,-0.410265662,-0.406535588,-0.313298724
08/03/2024,-0.330712861,-0.237006976,0.21776636
11/03/2024,-0.721572987,-1.023305268,-0.801921417
12/03/2024,-0.077658746,0.132661434,-0.085361495
13/03/2024,-0.263748446,-0.183488597,0.071077016
14/03/2024,0.342769687,0.599950899,0.641493577
15/03/2024,-0.071076173,0.084901959,0.548978817
18/03/2024,0.588059379,0.842397641,1.014211795
19/03/2024,-0.467627493,-0.254236292,0.02481212
20/03/2024,-0.918679404,-0.391190068,-0.639063489
21/03/2024,-0.737745694,-0.470285579,-0.766031726
22/03/2024,-0.178449442,0.585942298,0.788780181
25/03/2024,-0.218950791,0.948595662,0.41018651
26/03/2024,-0.878675646,-1.527453893,-0.785711222
27/03/2024,-0.67156141,-0.027238231,0.322592298
28/03/2024,-0.260589033,-0.302089326,-0.247598269
29/03/2024,0,0,0
01/04/2024,0,0,0
02/04/2024,-1.434363249,-0.531798539,-0.681994435
03/04/2024,0.518029643,-0.130318008,-0.385850851
04/04/2024,0.06105399,0.531310658,0.39056228
05/04/2024,-0.07292178,0.574021284,0.24453287
